parameter,dimension,mean,mode,median,hpd_min,hpd_max,mass_fraction,mutant
k_unloop,1,0.15352147891192708,0.15254528921239693,0.15308296536634497,0.12241480102675274,0.1871166444066282,0.95,12NonA1G
p_loop,1,0.049330667446729703,0.04915965770691399,0.049135996729089595,0.044284144130109324,0.0544555750263834,0.95,12NonA1G
p_cut,1,0.3199211776029499,0.31957399696310507,0.3192281345149438,0.2509807822325724,0.3980952528773897,0.95,12NonA1G
f_loop,1,0.03398578588215581,0.03398339355678472,0.033985786073465904,0.03392466015324073,0.034041582285378125,0.95,12NonA1G
r_cut,1,0.1089484201718551,0.10681038194939038,0.10571113945702532,0.05463583313870831,0.16865187873776083,0.95,12SpacC1G
k_loop,1,0.0038427756700708847,0.0037230439799796453,0.0037581374338228643,0.002388250016910625,0.005501714799306538,0.95,12SpacC1G
k_unloop,1,0.05891371907966897,0.05580705247136457,0.05628822489728552,0.02045891538139221,0.10074273242655805,0.95,12SpacC1G
p_loop,1,0.06687265371377862,0.06254053330860306,0.06136139465092599,0.03441150755641455,0.11026483567135864,0.95,12SpacC1G
p_cut,1,0.6488535575085382,0.6568199918406665,0.6499343971742304,0.4475606265238603,0.8428605259239378,0.95,12SpacC1G
f_loop,1,0.02238031919739602,0.022382068488527345,0.022379381825624448,0.02229058746929247,0.022468838041282996,0.95,12SpacC1G
r_cut,1,0.5496400270361891,0.6480932067508889,0.43845291790290286,0.00012494556317809696,1.3970452381988343,0.95,12HeptT6CG7A
k_loop,1,0.0003743255236242893,0.00041506109722970843,0.0003578311987367553,0.000127630689979372,0.0006532378385472248,0.95,12HeptT6CG7A
k_unloop,1,1.2368637540541076,1.3315406222684296,1.162116165814334,0.28571591781090766,2.3164038828963864,0.95,12HeptT6CG7A
p_loop,1,0.00033100827421076763,0.0003116177981094003,0.0002897174437386496,0.00020428738342208203,0.0005844419484438006,0.95,12HeptT6CG7A
p_cut,1,0.29668296504924174,0.3273803454207209,0.27728012150887327,0.00010116771121545726,0.6410000342932081,0.95,12HeptT6CG7A
f_loop,1,0.00020950882806670384,0.00020962164080972636,0.00020940868347664676,0.00020205890632798453,0.00021732884942255237,0.95,12HeptT6CG7A
r_cut,1,0.1402046054311212,0.1424173180373193,0.1376081265911784,0.07159111103993362,0.20715610709307788,0.95,12SpacG10CG11A
k_loop,1,0.0029038296948170343,0.00289993534756411,0.0028769004845441174,0.0018701306899463802,0.004034346750922156,0.95,12SpacG10CG11A
k_unloop,1,0.10449191370904577,0.10195165033751485,0.10123459112984748,0.04773226409295871,0.1683063676445682,0.95,12SpacG10CG11A
p_loop,1,0.028508182003574037,0.02765752495411988,0.027287610979240748,0.017683082094821292,0.041458559055123016,0.95,12SpacG10CG11A
p_cut,1,0.5731932671203614,0.5827962485763224,0.5770737214582219,0.3818901835832115,0.7476062751593255,0.95,12SpacG10CG11A
f_loop,1,0.011727940812186177,0.01172786106100824,0.011727578871729007,0.011674759724068675,0.01177494406672749,0.95,12SpacG10CG11A
r_cut,1,0.08341180755723289,0.08569350588854797,0.08011794770062129,0.03607602857973767,0.13156446374468966,0.95,12NonA4C
k_loop,1,0.002667651487437702,0.0027083341298226485,0.0026486599062774743,0.0018191723582581642,0.0034406331787081314,0.95,12NonA4C
k_unloop,1,0.24083163749290434,0.24356779185122557,0.23722414723450352,0.15939943180158564,0.3231211607062761,0.95,12NonA4C
p_loop,1,0.011038711523058018,0.01099714444115896,0.010902360115959846,0.009343228967187105,0.013063999222927464,0.95,12NonA4C
p_cut,1,0.2571533875767982,0.2602598801523114,0.25322981783354803,0.1390162875887109,0.3864908356738471,0.95,12NonA4C
f_loop,1,0.00816015161420629,0.008158379170316796,0.008160217555825806,0.0081304728148459,0.008188772380605508,0.95,12NonA4C
r_cut,1,0.1975730296729336,0.20147872971483632,0.19347547091924022,0.11523240772631005,0.29038167031300577,0.95,12SpacA3T
k_loop,1,0.005452661175662968,0.005501828608898227,0.005383827605706245,0.0036450845121683132,0.007326197275243212,0.95,12SpacA3T
k_unloop,1,0.1360763082984912,0.1351809340394112,0.13202890326213595,0.06385946215903014,0.21083474070784558,0.95,12SpacA3T
p_loop,1,0.04032228683513468,0.03910805066184377,0.0385230285761279,0.025647137784473733,0.058774688574368975,0.95,12SpacA3T
p_cut,1,0.5922550749837815,0.5984641209108745,0.5921806966533478,0.42316690560604125,0.758825677281317,0.95,12SpacA3T
f_loop,1,0.016079901311202557,0.01607962535731221,0.016079563046867064,0.016008542106222486,0.016152955067966216,0.95,12SpacA3T
r_cut,1,0.07551064136902345,0.07511033821644515,0.0736143159190101,0.03792747588289161,0.11640693930486765,0.95,12SpacG11A
k_loop,1,0.003910605376169423,0.0038862443730583395,0.0038715872889738693,0.002584625753669407,0.005231090188112855,0.95,12SpacG11A
k_unloop,1,0.11182277086343556,0.11105531543580738,0.11006479359213596,0.06695900135702386,0.16168574549821751,0.95,12SpacG11A
p_loop,1,0.0344537002924049,0.03381061105766014,0.03366292579946552,0.02630480151804184,0.04488528867021346,0.95,12SpacG11A
p_cut,1,0.4029707722900142,0.4034596970112825,0.40077495868049434,0.23553445397738046,0.5597680789249536,0.95,12SpacG11A
f_loop,1,0.020448158045165327,0.020448332342046772,0.020448582167643767,0.02038253596935252,0.02051326595456166,0.95,12SpacG11A
r_cut,1,0.1090743627886175,0.10992596985533544,0.10681828699002846,0.052025603581892864,0.16782130970154652,0.95,12SpacA12T
k_loop,1,0.004626954417268128,0.00466476481281233,0.004591126792197644,0.002985700540358098,0.00606380535182581,0.95,12SpacA12T
k_unloop,1,0.15148326052849853,0.15276518027862346,0.1483716320623651,0.08706146449239867,0.22025552485647054,0.95,12SpacA12T
p_loop,1,0.03034200068157558,0.029630733912172934,0.029615398521889692,0.022637162725142917,0.04019759743166313,0.95,12SpacA12T
p_cut,1,0.41896144900475735,0.41846088000786813,0.4182725632973233,0.2465610228164442,0.5881764447044184,0.95,12SpacA12T
f_loop,1,0.017448080459498125,0.017447771124648778,0.01744665334879565,0.01737543195508134,0.017522599083568253,0.95,12SpacA12T
r_cut,1,0.0683543600230888,0.0699184874407184,0.0663647297172533,0.03579798616449365,0.10476661614984335,0.95,12SpacA3G
k_loop,1,0.006828773367037999,0.006837942509971415,0.006789158405369767,0.004877170409777511,0.009067758273891691,0.95,12SpacA3G
k_unloop,1,0.1342963046867388,0.13297487588319185,0.13249476474820482,0.08771065066036303,0.1901935820294381,0.95,12SpacA3G
p_loop,1,0.04894915944991885,0.048907836838984614,0.048275395375999175,0.03958688839460208,0.060012687720254705,0.95,12SpacA3G
p_cut,1,0.33747654332619936,0.3446070699172976,0.3358626933042317,0.208144207659216,0.4909670820229936,0.95,12SpacA3G
f_loop,1,0.032598650892055256,0.03260334685269842,0.03259922065782227,0.03248572319723667,0.03269664840617255,0.95,12SpacA3G
r_cut,1,0.07745857433013174,0.07723591830841157,0.07689071442364448,0.05416448424452374,0.10337626894357561,0.95,12SpacG6T
k_loop,1,0.011032939298599543,0.011053073766785038,0.010994365611121368,0.008731003444723452,0.013432724325057085,0.95,12SpacG6T
k_unloop,1,0.10259709185032043,0.10313564134878013,0.10179666312939159,0.07570519402506695,0.1316033329893185,0.95,12SpacG6T
p_loop,1,0.09779321743726099,0.09679655082902658,0.09717753392905634,0.08199827640940381,0.11442711030569222,0.95,12SpacG6T
p_cut,1,0.4301414606567697,0.42820452656285524,0.4308180276068684,0.326005977383367,0.5345944514233014,0.95,12SpacG6T
f_loop,1,0.057737308044725,0.057741125418817665,0.057736834757712074,0.057622100546116356,0.05786261481523237,0.95,12SpacG6T
r_cut,1,0.07120001634168896,0.07289431433342564,0.07048679448252915,0.04231792942305374,0.09969815494242501,0.95,V1-135
k_loop,1,0.00656765502195063,0.006591968984876712,0.006534779072969166,0.0048005732799210245,0.008184852279983269,0.95,V1-135
k_unloop,1,0.13954139461151333,0.13864250866963826,0.13921480692498794,0.095118881858771,0.18051411280227975,0.95,V1-135
p_loop,1,0.045277509237541265,0.045388457970412126,0.04491610585995112,0.037967647196401416,0.05268771595045634,0.95,V1-135
p_cut,1,0.33801581621839033,0.344593973278921,0.33718298480600345,0.22514454645769008,0.4499437334716649,0.95,V1-135
f_loop,1,0.030222606850171908,0.0302205358806606,0.030222601280739683,0.03015463748911726,0.030290807348239298,0.95,V1-135
r_cut,1,0.2773396651900587,0.2844396651799651,0.2736576407565646,0.16369824453840032,0.3977651728498527,0.95,12SpacG10C
k_loop,1,0.008373976244852087,0.00850116362002431,0.008332159992070539,0.005493747162192686,0.011154000060066819,0.95,12SpacG10C
k_unloop,1,0.21173408716485756,0.21210255721826854,0.20575367502145242,0.10887643737684458,0.3214782016019593,0.95,12SpacG10C
p_loop,1,0.03932381530405285,0.0385359031466919,0.0383634075497822,0.026608982423842468,0.053851124431314214,0.95,12SpacG10C
p_cut,1,0.5675570911847223,0.5728408428313687,0.5708973253894047,0.4056219785243787,0.7121247438366105,0.95,12SpacG10C
f_loop,1,0.01683398167290786,0.01683254123382775,0.016834021078781472,0.016754915613747617,0.016916929290656496,0.95,12SpacG10C
r_cut,1,0.09602621959941404,0.09787899875292043,0.09383451902994835,0.0503625504105124,0.15358921604094186,0.95,12NonC8G
k_loop,1,0.005764891244920172,0.005812386363390825,0.0056890090331426935,0.004170086114716431,0.007552455490976834,0.95,12NonC8G
k_unloop,1,0.2310048696532412,0.23187498487295094,0.22760542261934588,0.14932862448443066,0.3140623830576061,0.95,12NonC8G
p_loop,1,0.024589307383806016,0.024453913277585726,0.02421153851947458,0.02015749355307707,0.02963853498217118,0.95,12NonC8G
p_cut,1,0.29365664525608043,0.2968243102833017,0.28958102193531865,0.14984863739524842,0.42710113134579186,0.95,12NonC8G
f_loop,1,0.01732266652167796,0.01732112298254684,0.01732232907775861,0.017252372998406353,0.017389297963319065,0.95,12NonC8G
r_cut,1,0.04862152080406786,0.047937302993962344,0.04644805354874492,0.020254353092806786,0.08189984485873004,0.95,12NonC8T
k_loop,1,0.001694387514570313,0.0017014496094877882,0.00167412342229241,0.001101234382114977,0.0023794129457732687,0.95,12NonC8T
k_unloop,1,0.10305833570335717,0.10439361894116855,0.10104319802787023,0.05712585389168711,0.15100005186804485,0.95,12NonC8T
p_loop,1,0.016481235399736612,0.016037028230726964,0.016081230615768258,0.012858668104900278,0.02148733095606693,0.95,12NonC8T
p_cut,1,0.3205130751766007,0.31469187204404975,0.3161150613187476,0.15981092539268865,0.502232095819073,0.95,12NonC8T
f_loop,1,0.011047334856177003,0.011046052154010548,0.01104710134450335,0.011007788106120325,0.011086150594493681,0.95,12NonC8T
r_cut,1,0.07995538271739326,0.07999057219016052,0.07765453693293667,0.04290843914866014,0.12631034200462443,0.95,12SpacT9A
k_loop,1,0.005437977103218793,0.005478666008069844,0.005350680551358636,0.003387169961252554,0.00757225887135185,0.95,12SpacT9A
k_unloop,1,0.08031891124626511,0.08147053523855784,0.07810269139079928,0.04048974841805208,0.12522565017795692,0.95,12SpacT9A
p_loop,1,0.06545317815753347,0.06300996362841613,0.06374443098052177,0.0458175308864171,0.09025504878108526,0.95,12SpacT9A
p_cut,1,0.4991920429273283,0.49541696736766566,0.5015051850425001,0.3204209852168258,0.6726100416860411,0.95,12SpacT9A
f_loop,1,0.032815591195640925,0.032818218782022866,0.03281484677288669,0.032700464414881864,0.03292546600525059,0.95,12SpacT9A
r_cut,1,0.11303927302231359,0.11308609360928452,0.11075330425525848,0.06892323504833411,0.15879695753269624,0.95,V9-120
k_loop,1,0.003970639726295598,0.004001098154644788,0.003939491383061617,0.002928137292932954,0.005126844877489613,0.95,V9-120
k_unloop,1,0.12355714430704781,0.1253281203427113,0.12171998172422369,0.07725802340613364,0.17432324927851237,0.95,V9-120
p_loop,1,0.03176729679312879,0.030937310231458518,0.031146631073490225,0.023947969495932225,0.04122192340821811,0.95,V9-120
p_cut,1,0.4780474348129805,0.47432613909527294,0.47800795237949373,0.3368507724887268,0.6212281076832474,0.95,V9-120
f_loop,1,0.016505391700906494,0.01650513789691911,0.016505870420459208,0.016449132416295222,0.016557229663990113,0.95,V9-120
r_cut,1,0.07803295549040588,0.07856057144518641,0.07505656315762521,0.031237816883003113,0.13308236615245303,0.95,12NonA3C
k_loop,1,0.0008798953076617545,0.0008737963583716004,0.0008599171636896736,0.00045329425968328564,0.0012833577455201189,0.95,12NonA3C
k_unloop,1,0.10906113874795338,0.10725571681701652,0.105284288423423,0.04338811122689024,0.17080874418970599,0.95,12NonA3C
p_loop,1,0.008325187760261688,0.008081016298984774,0.007961481867711822,0.005608320427993542,0.01163671233680233,0.95,12NonA3C
p_cut,1,0.4177565489997401,0.4227862486109432,0.41416199741215987,0.22261037200822825,0.6312437256225485,0.95,12NonA3C
f_loop,1,0.004681037498406447,0.004680464739985993,0.004681137773567762,0.00466235628721632,0.0047015786452885774,0.95,12NonA3C
r_cut,1,0.05160918100180321,0.05106758058318234,0.05078709455519491,0.0299275775986679,0.07573113093935163,0.95,12HeptG5C
k_loop,1,0.002040488642795807,0.002015693265555366,0.0020390262026431637,0.00158665569322682,0.0024529839186768145,0.95,12HeptG5C
k_unloop,1,0.1780905908700825,0.17584208849003893,0.17717110158670313,0.13552594003797533,0.22297778899468942,0.95,12HeptG5C
p_loop,1,0.011369617011304449,0.011333174436670186,0.011309094786948002,0.010172193355335939,0.012798606257185912,0.95,12HeptG5C
p_cut,1,0.22476016172991542,0.22505687303568975,0.22318154170531357,0.13861342199377436,0.31748115273547445,0.95,12HeptG5C
f_loop,1,0.008805063905725727,0.00880502380759555,0.008805129278462012,0.008784841254602526,0.00882503723710464,0.95,12HeptG5C
